,Sent1,Sent2,SimScore
10073,The judges believed the secretaries .,The judges believed the secretaries that mentioned the athlete .,0.77
10074,The scientists stopped the managers .,The presidents that recommended the scientists stopped the managers .,0.31
10075,South Africa police shot dead 30 miners,South Africa police say they killed 30+ miners,0.8400000000000001
10076,The secretary and the actors admired the lawyers .,The actors admired the secretary .,0.29
10077,The woman is thinly slicing a cucumber.,The woman is slicing a tomato.,0.24
10078,french energy and transport company alstom may sign a contract to build a high-speed rail link between beijing and shanghai. ,alstom may sign a contract to build a high-speed rail link between beijing and shanghai.,0.8
10079,Ships Train for Syrian Chemical Weapons Transport,UN Adopts Syrian Chemical Weapons Resolution,0.36
10080,"NKorea makes ""significant"" nuclear reactor progress - IAEA",N. Korea vows to expand nuclear deterrent,0.5599999999999999
10081,A man is climbing a rope.,A man climbs up a rope.,1.0
10082,US House Republicans elect Paul Ryan as speaker,US House Republicans eye reluctant Ryan for speaker,0.6
10083,"the resolution requires all 192 united nations member states to adopt laws to prevent terrorists, black marketeers and other non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons or the materials to make them. ","resolution 1540 requires all countries to adopt laws to prevent non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons, the materials to make them, and the missiles and other systems to deliver them.",0.72
10084,Kids play soccer on a field.,Three boys playing soccer in a field,0.8400000000000001
10085,Syrian regime denies role in Houla massacre,Syria blames rebels for Houla massacre of over 100,0.6
10086,The manager performed .,"The judges avoided the secretary , and the manager performed .",0.62
10087,The manager encouraged the actors .,The manager encouraged the actors who recommended the scientist .,0.77
10088,a man plays his white guitar.,a man playing a white guitar and singing as well,0.64
10089,The manager thanked the doctors .,The doctors were thanked by the manager .,1.0
10090,Colgate shares closed Monday at $56.30 on the New York Stock Exchange.,Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.,0.48
10091,The judge thanked the scientist .,The judge was thanked by the scientist .,0.3
10092,A woman is filing her fingernails with an emery board.,A woman is feeding her baby with a bottle.,0.1
10093,The athletes were avoided by the lawyer .,The athletes avoided the lawyer .,0.3
10094,There is no freedom of religion.,There is no freedom of speech.,0.24
10095,"Stripping out the extraordinary items, fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year.",Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier.,0.2
10096,A herd of deer are crossing the street.,A herd of caribou are crossing a road.,0.6
10097,China stock index futures close higher -- Dec. 4,China stock index futures close lower -- Jan. 24,0.44000000000000006
10098,Senate confirms Yellen as Fed head,US Senate confirms Yellen as Fed's next chair,0.8400000000000001
10099,Supposedly the students admired the secretaries .,The students admired the secretaries .,0.53
10100,No Thatcherite can ever call themselves a libertarian.,Ergo it offends me when Thatcherites call themselves libertarian.,0.48
10101,a boy plays with a noodle by the pool.,A boy plays with a foam noodle toy by a pool.,0.9199999999999999
10102,Aust stocks open lower,Tokyo stocks open lower,0.3
10103,The tourists were advised by the athletes .,The athletes advised the tourists .,1.0
10104,Definitely the authors thanked the artists .,The authors thanked the artists .,0.88
10105,The actor encouraged the doctor .,The doctor was encouraged by the actor .,1.0
10106,Iran rejects claim on chlorine bombs,Iran rejects MKO claim on nuclear site,0.48
10107,The tourists stopped the author .,The tourists stopped the author who shouted .,0.77
10108,The doctor won .,The doctor won the war .,0.66
10109,A man is holding a frog.,A man is emptying a plastic container.,0.12
10110,'It's either too late or too early to intervene in Syria',UN Chief: Inspectors need 4 days to conclude probe in Syria,0.32
10111,The doctor thought that the authors advised the student .,The authors advised the student .,0.43
10112,The professors were admired by the actors .,The actors admired the professors .,1.0
10113,Probably the author supported the students .,The author supported the students .,0.53
10114,Supposedly the lawyer thanked the author .,The lawyer thanked the author .,0.53
10115,The students recognized the actors that the doctor recommended .,The doctor recognized the students .,0.29
10116,The bankers helped in the school slept .,The bankers helped in the school .,0.59
10117,The scientists believed the senator .,The scientists believed the senator and the lawyers .,0.73
10118,"Whether or not the manager believed the artist , the banker saw the professor .",The manager believed the artist .,0.45
10119,The secretaries believed that the bankers helped the professors .,The bankers helped the professors .,0.43
10120,"In case the manager slept , the scientists introduced the authors .",The manager slept .,0.45
10121,A passenger train waiting in a station.,A passenger train waiting at the city train station.,0.8
10122,"Those reports were denied by the interior minister, Prince Nayef.","However, the Saudi interior minister, Prince Nayef, denied the reports.",0.85
10123,A longed-haired cat with it's eyes closed.,A close up of a cat with its eyes closed.,0.72
10124,He was also expected to visit Yemen and Bahrain during his tour of the region.,"Khatami, who arrived in Beirut Monday, was also to visit Syria, Yemen and Bahrain.",0.6799999999999999
10125,Although the judges hid the scientists stopped the student .,The judges hid the scientists .,0.23
10126,A  man is dancing.,A man is riding a horse.,0.16
10127,Insiders Reveal 2012 Election Secrets,All Eyes on Capriles as Venezuela Election Set,0.24
10128,The manager admired the athlete .,"Unless the actor slept , the manager admired the athlete .",0.42
10129,The president advised the actors and the doctor .,The president advised the doctor .,0.68
10130,A woman is writing.,A woman is swimming.,0.1
10131,Europe shares bounce as more China stimulus seen,Oil prices rise on hopes for stimulus,0.16
10132,N Korea test-fires 30 short-range missiles,N. Korea fires short-range missiles,0.6799999999999999
10133,Senior Pakistani Taliban commander captured in Afghanistan,Pakistan Shi'ites demand protection from militants,0.12
10134,The president behind the artists admired the secretaries .,The secretaries admired the president .,0.29
10135,"Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures.","Hispanics have officially overtaken African Americans as the largest minority group in the US, according to a report released by the US Census Bureau.",0.7
10136,"Although the professor waited , the tourist thanked the actor .",The professor waited .,0.61
10137,Rock bands' plane makes emergency landing in Ill.,Rock Bands' Plane Makes Emergency Landing in Ill.,1.0
10138,"Yes, I've assumed that all packaging would be recyclable in my argument.",I've assumed this as well in my argument.,0.5599999999999999
10139,The professor advised the president .,The professor advised the president who the athlete admired .,0.77
10140,It's so stupid that it just has to be true.,It's amusing to think it even might be true.,0.6
10141,A monkey pushes another monkey.,The monkey pushed the other monkey.,0.96
10142,"Bush said resistance forces hostile to the U.S. presence ""feel like ... the conditions are such that they can attack us there.",There are some who feel like the conditions are such that they can attack us there.,0.55
10143,Syrian Rebel Groups Battle Each Other in North,Syrian rebel groups battle each other in north,1.0
10144,A cat is trying to touch a dog.,The cat teased the dog by touching his head.,0.65
10145,nicaragua commemorated the 25th anniversary of the sandinista revolution. ,nicaragua has not reconciled how to approach the anniversary of the sandinista revolution.,0.48
10146,The managers supported the actors .,The managers supported the actors that introduced the secretary .,0.77
10147,A dog is driving a car.,A guy is talking into a microphone.,0.0
10148,"Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken.","Of the 24 million phone votes cast, Studdard was only 130,000 votes ahead of Aiken.",0.6799999999999999
10149,The presidents stopped the managers .,The student next to the presidents stopped the managers .,0.26
10150,The secretaries believed the manager .,The secretaries that avoided the professors believed the manager .,0.79
10151,The students called the lawyer .,The students by the banker called the lawyer .,0.79
10152,UN Invites Iran to Syrian Peace Conference,UN: Iran Invited to Attend Syrian Peace Conference,1.0
10153,Senate to vote on moving ahead on Hagel nod,Benedict comes home to new house and new Pope,0.0
10154,The lawyer resigned .,"If the athlete admired the tourists , the lawyer resigned .",0.42
10155,someone is slicing a vegetable.,Someone is slicing a tomato.,0.6
10156,North Korea blocks access to joint industrial zone,North Korea Blocks Access to Key Industrial Zone,0.8400000000000001
10157,The judge introduced the bankers .,The judge and the author introduced the bankers .,0.68
10158,So answer the question.,Stop avoiding the question.,0.6799999999999999
10159,The actors near the judges advised the students .,The students advised the actors .,0.29
10160,The banker supported the authors who resigned .,The banker supported the authors .,0.77
10161,9 killed in attacks after deadly Iraq day,19 Killed in Iraq Attacks ahead of Ramadan End,0.27999999999999997
10162,James Murdoch quits BSkyB,James Murdoch quits role at BSkyB,0.8400000000000001
10163,Iran dissidents 'killed in Iraq',France loses influence in Europe,0.0
10164,The lawyer admired the doctors near the author .,The doctors admired the lawyer .,0.29
10165,Chinese court upholds death penalties for Mekong murderers,Court upholds death sentences for Mekong murderers,0.8800000000000001
10166,"The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the 2-week-old fire that already had blackened 70,000 acres.","The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the resurgent Aspen fire.",0.65
10167,Hijacker arrested after plane lands at Geneva Airport,Hijacked aircraft lands in Geneva,0.6
10168,orphaned alps massacre girl returns to uk,Alps attack: Girl returns to UK,0.8
10169,Tropical Storm Isaac boosts jobless claims,"Tropical Storm Joyce forms, stays in open Atlantic",0.2
10170,Hollande 'threatens legal action' after affair allegations,François Hollande threatens legal action over affair claims,0.8
10171,Two men standing on beach.,Two women standing in front of tour bus.,0.0
10172,"The manager called the banker , or the tourist danced .",The manager called the banker .,0.5
10173,The actors called the judge who recommended the scientist .,The judge recommended the scientist .,0.65
10174,"The 51-year-old nurse worked at North York General Hospital, the epicentre of the latest outbreak.","Emile Laroza, 51, contracted SARS while working as a nurse at North York General Hospital, the epicentre of the second SARS outbreak.",0.6
10175,The athlete helped the scientist .,The student supported the athlete who helped the scientist .,0.65
10176,"In case the athlete shouted , the manager thanked the professors .",The manager thanked the professors .,0.78
10177,The banker recommended the professor .,The banker recommended the professor next to the senators .,0.79
10178,"Unless the lawyers admired the actor , the president danced .",The lawyers admired the actor .,0.45
10179,The scientists near the professors introduced the manager .,The scientists introduced the manager .,0.79
10180,The tourists left .,The tourists left the museum .,0.66
10181,"Unless the author helped the professors , the managers mentioned the actor .",The author helped the professors .,0.45
10182,The author in front of the lawyers avoided the professor .,The lawyers avoided the professor .,0.26
10183,The manager knew the doctor helped the secretary .,The manager knew the doctor .,0.37
10184,The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.,"The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.",0.44000000000000006
10185,A boy whacks a man with a sword.,A boy spanks a man with a plastic sword.,0.6666000000000001
10186,A woman is dancing in the rain.,A woman is dancing in railway station.,0.4
10187,"The Nasdaq composite index rose 13.70, or 0.8 per cent, to 1700.34.","The technology-laced Nasdaq Composite Index .IXIC gained 13.73 points, or 0.81 percent, to finish at 1,700.34.",0.75
10188,The scientist slept .,Supposedly the scientist slept .,0.53
10189,The senators knew the banker danced .,The senators knew the banker .,0.37
10190,The athlete recommended the bankers .,The bankers recommended the athlete .,0.29
10191,"Dewhurst's proposal calls for an abrupt end to the controversial ""Robin Hood"" plan for school finance.","The committee would propose a replacement for the ""Robin Hood"" school finance system.",0.52
10192,US Flying Surveillance Missions to Help Find Kidnapped Nigerian Girls,US surveillance aircraft join hunt for kidnapped Nigerian girls,0.8400000000000001
10193,News is my Business,A New iPad Is Coming,0.04
10194,A wet child shivers under a towel at a pool.,A wet child is shivering in a towel in front of a pool.,0.9199999999999999
10195,.Nazi is a slang term for the NSWP.,Originally Posted by Odins eye .Nazi is a slang term for the NSWP.,0.9199999999999999
10196,"With diplomacy heating up in the nearly 10-month-old nuclear crisis, Chinese Foreign Minister Li Zhaoxing is slated to visit South Korea from August 13 to 15.","With diplomacy heating up in the nearly 10-month-old crisis, Chinese Foreign Minister Li Zhaoxing flies to Japan on Sunday en route to South Korea on August 13.",0.6
10197,The banker mentioned the president and the senators .,The banker mentioned the president .,0.73
10198,The artists paid the presidents .,The artists paid .,0.66
10199,A little bird floating in the water.,A duck floating in the water.,0.48
10200,"Unless the tourists shouted , the judge supported the bankers .",The judge supported the bankers .,0.42
10201,a black and white dog running through some red and white poles,Black and white dog in living room standing on hind legs.,0.32
10202,UK police say no terrorism link to helicopter crash,China police seek eight suspects over crash,0.2
10203,The student contacted the senator .,The student contacted the senator near the doctors .,0.79
10204,A man is playing an electronic keyboard.,A band is playing instruments.,0.25
10205,Certainly the manager called the professor .,The manager called the professor .,0.88
10206,"Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe.","While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.",0.96
10207,The man is playing the guitar.,A man is playing guitar.,1.0
10208,Thomas Cook accused of putting costs before customers,University of Florida frat accused of spitting on wounded war veterans,0.0
10209,A man is playing the piano.,A woman is playing the violin.,0.2
10210,Famous judges performed .,Judges performed .,0.78
10211,The department also sent water and soil samples to the state health laboratory.,Water samples are being sent to the state health department for analysis.,0.65
10212,The professor next to the manager recommended the banker .,The banker recommended the manager .,0.29
10213,The actors were recognized by the senators .,The actors recognized the senators .,0.3
10214,"Unless the judges called the tourists , the authors encouraged the scientists .",The authors encouraged the scientists .,0.42
10215,Fish are swimming.,A fish is swimming.,0.8266
10216,Personal responsibility much?,"Again, personal responsibility.",0.8800000000000001
10217,The actors encouraged the bankers .,The actors were encouraged by the bankers .,0.3
10218,"The judge stopped the authors , or the senators called the actor .",The judge stopped the authors .,0.5
10219,The bankers advised the secretaries .,The secretaries advised the bankers .,0.29
10220,Cambodian opposition leader Sam Rainsy returns to stir up election,Cambodia opposition head turns to parliament in poll bid,0.6
10221,But do you actually believe there was an iceberg in those waters?,I don't believe there was any iceberg at all anywhere near the Titanic.,0.5599999999999999
10222,The scientist advised the bankers .,The scientist advised the artists and the bankers .,0.68
10223,A boy is playing the piano.,A man is playing a piano.,0.6
10224,The senator introduced the managers .,Suddenly the senator introduced the managers .,0.88
10225,Two young women shear a sheep.,Two women sheering a sheep.,0.8800000000000001
10226,The presidents mentioned the actor .,The actor who the presidents mentioned contacted the athlete .,0.65
10227,That's just not how legal briefs are written.,That just isn't how legal reasoning works.,0.64
10228,2 of the individuals arrested were released. ,2 of the zambians arrested are juveniles.,0.32
10229,The actor remembered that the managers encouraged the judge .,The managers encouraged the judge .,0.55
10230,"Five alternate jurors were also chosen, with a final one set to be selected Friday morning from the panel.","Five alternate jurors also were selected, with a sixth alternate to be picked on Friday.",0.9199999999999999
10231,"The man, who entered the post office in Lakeside shortly before 3 p.m., gave up to deputies about 6:30 p.m.",The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.,0.5599999999999999
10232,The lady chopped up the green onions.,The lady cut up a green onion.,0.96
10233,The tourist paid .,The tourist paid the athlete .,0.66
10234,The scientists avoided the bankers .,The bankers were avoided by the scientists .,1.0
10235,The students advised the tourist who the author encouraged .,The author encouraged the tourist .,0.65
10236,Someone is sitring noodles in water.,A woman is boiling noodles in water.,0.64
10237,Bangladesh building disaster death toll passes 500,Bangladesh building collapse: death toll climbs to 580,0.6
10238,A woman is hitting a man.,A man is holding a slow loris.,0.0
10239,"So far, Georgia has been returned all but $70,000 of the money it wired.","Georgia has received all but $70,000 of its money back with the help of the FBI.",0.75
10240,The bankers encouraged the managers .,"Unless the secretary waited , the bankers encouraged the managers .",0.42
10241,The doctor by the secretary supported the professor .,The doctor supported the professor .,0.79
10242,"A few miles further east is Tehuacan, where corn may first have been domesticated 4,000 years ago.","A few miles west are the pyramids of Teotihuacan, where corn may first have been domesticated 4,000 years ago.",0.75
10243,The tourist by the secretary introduced the students .,The students introduced the tourist .,0.29
10244,A black dog wearing an orange collar is entangled with fishing wire.,The black dog wearing a red collar shakes water off.,0.36
10245,Butter is melting in a pan.,A man is melting butter in a pan.,0.72
10246,The U.S. Conference Board said its latest measure of business confidence hit 60 after falling to 53 in its first quarter survey.,"The Conference Board said its measure of business confidence, which had fallen to 53 in the first quarter of 2003, improved to 60 in the most recent second quarter.",0.76
10247,A child in a red shirt is using a black wake board to splash over a beach wave.,A man in a rowboat is rowing across blue water.,0.2
10248,"""I think it should have been released years ago,"" said Brian Rohrbough, whose son, Daniel, was killed at Columbine.","Brian Rohrbough, whose son, Daniel, was killed at Columbine, said the tape raises disturbing issues.",0.35
10249,The judge next to the athlete recognized the tourists .,The judge recognized the tourists .,0.79
10250,A green steam engine traveling on the railroad tracks.,A black steam train traveling on the railroad tracks.,0.6
10251,"The broader Standard & Poor's 500 Index .SPX gained 3 points, or 0.39 percent, at 924.","The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.",0.1888
10252,The secretaries mentioned the athlete .,The lawyer mentioned the secretaries and the athlete .,0.29
10253,The person lit the cameras on fire.,A person is blow torching cameras.,0.6666000000000001
10254,The scientist recommended the secretary .,The secretary recommended the scientist .,0.29
10255,The presidents near the tourists stopped the senator .,The tourists stopped the presidents .,0.29
10256,The tourists recognized the managers and the presidents .,The managers recognized the presidents .,0.29
10257,A man is walking outside.,A man is dancing.,0.15
10258,Armstrong steps down from Livestrong,Armstrong standing down from Livestrong,0.9199999999999999
10259,Eric Gagne earned his 17th save in as many opportunities as he struck out three in the ninth and allowed only an infield single by Greg Norton.,Closer Eric Gagne earned his 17th save in as many opportunities as he struck out three of the four batters he faced in the ninth.,0.72
10260,Is it legal to grow?,"Yes, it's legal to grow.",0.52
10261,The professor admired the senators .,"The secretaries believed the bankers , and the professor admired the senators .",0.62
10262,The artist admired the banker .,The banker was admired by the artist .,1.0
10263,A brown dog in running on grass.,A brown dog runs through the grass.,0.96
10264,A person is slicing a scallop.,A person is slicing octopus.,0.4
10265,Many people run in a race on a street.,A puppy running along a street.,0.2
10266,Before the professors hid the authors slept .,The professors hid the authors .,0.23
10267,The professors called the artists .,The actors knew that the professors called the artists .,0.55
10268,The students studied in the museum .,The students studied in the museum danced .,0.59
10269,Typhoon Fitow makes landfall in east China,Typhoon Fitow slams into southeastern China,0.76
10270,When did I compare homo sexuaity with a developmental disorder?,I compared homo phobia with a developmental disorder.,0.52
10271,The presidents mentioned the doctors .,The doctors that the presidents mentioned thanked the artist .,0.65
10272,Death toll rises to 6 as Storm Xaver batters northern Europe,"Storm death toll rises as wind, rain batters north. Europe",0.64
10273,Obama nominates new transportation secretary,Obama To Meet Embattled Veterans Secretary,0.04
10274,The manager admired the lawyers .,"Unless the students saw the athlete , the manager admired the lawyers .",0.42
10275,The judge advised the banker .,The banker was advised by the judge .,1.0
10276,The authors paid the athlete .,Since the authors paid the athlete encouraged the lawyer .,0.23
10277,German parliament overwhelmingly backs Greek rescue deal,German parliament endorses Greek bailout,0.8800000000000001
10278,The doctor knew the banker supported the athlete .,The doctor knew the banker .,0.37
10279,A car backs out of a space.,A car is backing out of a blocked lane.,0.6
10280,The tourists admired the artists .,The artists next to the tourists admired the student .,0.29
10281,A man is fishing in the river.,A man is singing while walking down the sidewalk.,0.16
10282,A man is riding a motorcycle.,A man is riding a horse.,0.27999999999999997
10283,The lawyers supported the students .,"Unless the tourist recommended the presidents , the lawyers supported the students .",0.42
10284,Popular athletes recommended the president .,Athletes recommended the president .,0.78
10285,"Gov. Rick Perry has said that while he opposes gambling expansion, he would be reluctant to veto continuation of the Lottery Commission.","Gov. Rick Perry opposes expansion of gambling but has said he would be ""hard-pressed"" to veto the lottery sunset bill.",0.76
10286,"Unless the lawyer waited , the authors recognized the actor .",The authors recognized the actor .,0.42
10287,The woman is frying a breaded pork chop.,A woman is cooking a breaded pork chop.,0.8400000000000001
10288,Five foreigners sentenced to death for drug smuggling in Egypt,Egypt sentences Pakistani amid 5 to death for drug smuggling,0.8400000000000001
10289,A smiling man and a baby girl posing for photo.,A smiling man holds a small child wearing pink and red.,0.64
10290,The student recommended the lawyer .,The lawyer recommended the student .,0.29
10291,The artist said that the scientist helped the professors .,The scientist helped the professors .,0.43
10292,The student read the report .,The student read .,0.66
10293,The doctors saw the lawyer .,"The doctors saw the lawyer , and the professors advised the student .",0.62
10294,The artists who introduced the professors believed the managers .,The professors believed the managers .,0.31
10295,The president introduced the tourist .,The tourist introduced the president who helped the senator .,0.29
10296,The artists paid .,The artists paid the scientists .,0.66
10297,Two killed in new Israeli strike on Gaza: medics,"5 die in strikes on Gaza, militants barrage Israel",0.4
10298,"""Right from the beginning, we didn't want to see anyone take a cut in pay.","But Mr. Crosby told The Associated Press: ""Right from the beginning, we didn't want to see anyone take a cut in pay.",0.8
10299,Egypt votes on new constitution,Egyptians Voting on New Constitution,1.0
10300,Arrested Russian killer denies ties to Pussy Riot,Dozens arrested in Russian TV tower protest,0.16
10301,The tourists ran .,Maybe the tourists ran .,0.53
10302,"Since the author advised the bankers , the artist saw the presidents .",The author advised the bankers .,0.61
10303,Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.,"Shares jumped almost 7 percent in pre-open trading, rising to $18.26 from $17.05 at Tuesday's close.",0.5
10304,North Korea says to restart nuclear reactor,North Korea Offers Talks: Complex May Re-Open,0.72
10305,The artists encouraged the senator .,The tourist and the artists encouraged the senator .,0.73
10306,A man is running.,A man is running down a road.,0.7
10307,The senator contacted the bankers .,The senator was contacted by the bankers .,0.3
10308,Syrian opposition in reconciliation talks,Syrian Opposition Council to Establish Envoy in France,0.27999999999999997
10309,Red October standing by.,Red Fox standing by.,0.4
10310,The tourists advised the manager .,The tourists that saw the secretary advised the manager .,0.79
10311,DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department.,Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department.,0.65
10312,The bankers introduced the actors .,The athletes believed the actors who the bankers introduced .,0.65
10313,The men are performing on stage.,The comedic mimes performed on stage.,0.52
10314,Two little girls are playing on a trampoline.,Two little boys are playing on a playground.,0.27999999999999997
10315,The presidents remembered that the scientist believed the authors .,The scientist believed the authors .,0.55
10316,"If the actor shouted , the athlete saw the senators .",The athlete saw the senators .,0.42
10317,Ukraine's jailed opposition icon Tymoshenko walks free,Ukraine's opposition chief wants more protests,0.4
10318,Hot-Air Balloon Catches Fire in Virginia,Hot Air Balloon 'Catches Fire And Crashes',0.5599999999999999
10319,"Microsoft says to cut up to 18,000 jobs","Microsoft to cut 18,000 jobs in overhaul",1.0
10320,"Until now, sales of the entertainment-oriented PCs have been limited to the United States, Canada and Korea.","The computers are currently sold in Canada, the United States, and Korea.",0.75
10321,Syria welcomes Iran's nuclear deal,"Iran, six world powers clinch breakthrough nuclear deal",0.6
10322,A man is slicing vegetables.,A woman is slicing a potato.,0.45
10323,The president that believed the artist encouraged the banker .,The banker encouraged the artist .,0.29
10324,spain currently holds the rotating presidency of the osce. ,spain currently holds the osce's presidency.,0.8400000000000001
10325,a black dog swimming through a river.,a black dog digging through the snow.,0.24
10326,More French soldiers to Central African Republic,Gun battles in Central African capital create fresh panic,0.4
10327,The man sang on stage into the microphone.,A man in a suit is standing at a microphone and singing.,0.7
10328,"Two young people are sitting at a table next to a sliding glass door, with one person pointing at the other.",Two people sit facing each other at a table as one points at the other.,0.8400000000000001
10329,UN Security Council hears Yemen envoy's final ...,UN Security Council urges Yemen's Houthis to end...,0.4
10330,A man is playing a flute.,A man is playing a guitar.,0.4
10331,"The banker ran , or the secretaries avoided the students .",The secretaries avoided the students .,0.5
10332,The professors avoided the scientist .,The professors near the students avoided the scientist .,0.79
10333,Hong Kong stocks end higher,Indian stocks open higher,0.12
10334,The tourists helped the senators .,The senators helped the tourists .,0.29
10335,Before the senator paid the scientist recommended the actors .,The senator paid the scientist .,0.23
10336,"Dubbed Project Mad Hatter, the Linux-based desktop is being promoted by Sun as a more secure and less expensive alternative to Windows.","Designed to compete with Microsoft Corp., Project Mad Hatter is being positioned by Sun as a cheaper, secure alternative desktop operating system to Microsoft's various desktop offerings.",0.76
10337,"The tourist recommended the managers , or the doctor ran .",The tourist recommended the managers .,0.5
10338,The doctor contacted the president .,The athletes knew that the doctor contacted the president .,0.55
10339,The actors arrived .,The secretary forgot that the actors arrived .,0.55
10340,The woman is dicing onions.,A woman is cutting an onion.,0.8800000000000001
10341,A young girl riding a brown horse.,A woman in riding a brown horse.,0.76
10342,The managers shouted .,"If the athletes arrived , the managers shouted .",0.42
10343,The senator studied in the laboratory .,The senator studied in the laboratory supported the doctor .,0.59
10344,"Coupling, an American version of a hit British comedy, will get the valuable Thursday 9:30 p.m. time slot.","Coupling, an American version of a hit British comedy, will couple with Friends on Thursdays.",0.6
10345,Secretaries called the bankers .,Happy secretaries called the bankers .,0.78
10346,The professor slept .,"The president supported the students , or the professor slept .",0.5
10347,A woman is playing a game with a man.,A man is playing piano.,0.12
10348,The judges admired the lawyer .,The lawyer admired the judges .,0.29
10349,Two women are on a couch.,Two women are hugging on a couch.,0.64
10350,Implications of Palestinian reconciliation,Belgian king to address nation amid abdication speculation,0.12
10351,The athlete supported the actor .,The actor supported the athlete .,0.29
10352,Two baby pandas are playing.,Two pandas are laying together.,0.6
10353,The judge encouraged the doctor .,The actor said that the judge encouraged the doctor .,0.43
10354,The president avoided the artist .,"Unless the athlete encouraged the scientists , the president avoided the artist .",0.42
10355,The manager said that the presidents helped the tourist .,The presidents helped the tourist .,0.43
10356,A man plays the flute.,A man is playing a flute.,1.0
10357,The president danced .,The tourists and the president danced .,0.73
10358,The doctors mentioned the judge .,The judge mentioned the doctors .,0.29
10359,Actors stopped the judges .,Helpful actors stopped the judges .,0.78
10360,The doctor advised the presidents .,The doctor advised the tourist and the presidents .,0.68
10361,The presidents were supported by the bankers .,The bankers supported the presidents .,1.0
10362,The actor believed the managers .,The actor believed the managers who the doctors contacted .,0.77
10363,The banker by the presidents believed the secretaries .,The banker believed the secretaries .,0.79
10364,"Bomb explodes at Greek shopping mall, two people injured","Bomb explodes at Athens shopping mall, 2 wounded",0.8800000000000001
10365,Mel Smith dead at 60 and UK mourns a comedy favourite,Griff Rhys Jones: Mel Smith was 'a force for life',0.48
10366,The athletes called the presidents .,The athletes that called the presidents encouraged the judge .,0.65
10367,The senators supported the actors .,Probably the senators supported the actors .,0.53
10368,The students paid .,The students paid the senator .,0.66
10369,The tourist left .,The tourist left the island .,0.66
10370,"It's also a strategic win for Overture, given that Knight Ridder had the option of signing on Google's services.","It's also a strategic win for Overture, given that Knight Ridder had been using Google's advertising services.",0.8
10371,Clearly the professors thanked the lawyers .,The professors thanked the lawyers .,0.88
10372,A kitchen sink and countertop with bowls on shelves.,A small kitchen with items stacked on the shelves and on the counter.,0.76
10373,The lawyers won the contest .,The lawyers won .,0.66
10374,I agree completely I am hoping he is into a second term of office.,I am hoping he is into a second term of office.,0.8
10375,The secretary paid in the laboratory .,The secretary paid in the laboratory called the actors .,0.59
10376,A passenger train waiting in a station.,A passenger train sits in the station.,0.96
10377,illegal arms trafficking increases in kenya due to easy availability and neighboring conflicts. ,illegal arms trafficking has increased in kenya and raised concern about security.,0.64
10378,"Because the doctors arrived , the judges supported the professor .",The doctors arrived .,0.61
10379,A man sharpens a pencil using a knife.,A woman is dancing in the rain.,0.0
10380,The judges thanked the doctors .,The tourist said that the judges thanked the doctors .,0.43
10381,The lawyers believed the students .,The students believed the lawyers .,0.29
10382,"The national denomination of the Episcopal Church, with 2.3 million members, is the U.S. branch of the 77 million-member Anglican Communion.","The Episcopal Church, with 2.3 million members, is the American branch of the worldwide Anglican Communion, which has 77 million adherents.",1.0
10383,More expensive homes.,More expensive cars.,0.24
10384,A girl jumping rope on a sidewalk near a parking garage.,A girl jumping rope on a sidewalk with a parking garage to the left.,0.8800000000000001
10385,"""There were a number of bureaucratic and administrative missed signals -- there's not one person who's responsible here,"" Gehman said.","In turning down the NIMA offer, Gehman said, ''there were a number of bureaucratic and administrative missed signals here.",0.75
10386,The athletes that introduced the senator helped the professors .,The senator helped the professors .,0.31
10387,The athletes advised the scientists .,The athletes and the secretaries advised the scientists .,0.68
10388,Iran condemns alleged Israeli airstrike on Syria,Democrats Face Divide Over a Strike on Syria,0.24
10389,A machine is sharpening a pencil.,A girl is riding a bicycle.,0.0
10390,The professors contacted the secretaries .,The professors contacted the actors and the secretaries .,0.68
10391,While the judges fought the tourist ran .,The judges fought the tourist .,0.23
10392,"In case the president called the artist , the actor supported the senator .",The actor supported the senator .,0.78
